,name,main_category,categories,rating,reviews,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities
0,Shri Sai Baba Temple Shirdi,Hindu temple,"Hindu temple, Place of worship",4.7,69636.0,"QF8G+J6Q Shri Sai Baba Temple Shirdi, Mauli Nagar, Shirdi, Maharashtra 423109",Shirdi,India,Maharashtra,423109,Religious,327289.2,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1,"Prasadalaya Shirdi , Saibaba Mandir",Hindu temple,"Hindu temple, Tourist attraction",4.7,63563.0,"Prasadalaya Shirdi , Saibaba Mandir, New Prasadalaya Rd, Shirdi, Maharashtra 423109",Shirdi,India,Maharashtra,423109,Religious,298746.10000000003,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
2,Sai Heritage Village,Heritage museum,"Heritage museum, Art museum, History museum, Tourist attraction",4.3,7203.0,"Sai Heritage Village, AHMEDNAGAR-MANMAD HIGHWAY SHIRDI, TALUKA, Rahata, Maharashtra 423107",Shirdi,India,Maharashtra,423107,Cultural,30972.899999999998,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
3,Shree Saibaba Chavadi,Hindu temple,"Hindu temple, Tourist attraction",4.8,372.0,"Shree Saibaba Chavadi, Shirdi - Puntamba Rd, Mauli Nagar, Shirdi, Maharashtra 423109",Shirdi,India,Maharashtra,423109,Religious,1785.6,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
4,Chhatrapati Sambhaji Park,Garden,Garden,4.3,362.0,"Chhatrapati Sambhaji Park, Sai Nagar, Shirdi, Maharashtra 423109",Shirdi,India,Maharashtra,423109,Nature,1556.6,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
5,Shri Khandoba Mandir,Hindu temple,"Hindu temple, Tourist attraction",4.7,829.0,"QF7G+HCF Shri Khandoba Mandir, Sai Nagar, Shirdi, Maharashtra 423109",Shirdi,India,Maharashtra,423109,Religious,3896.3,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
6,Lendi Garden / Baug,Park,Park,4.5,212.0,"QF8G+C9R Lendi Garden / Baug, MH SH 10, Mauli Nagar, Shirdi, Maharashtra 423109",Shirdi,India,Maharashtra,423109,Nature,954.0,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
7,Dixit Wada Museum,Museum,"Museum, Tourist attraction",4.4,185.0,"QF8G+HM4 Dixit Wada Museum, Mauli Nagar, Shirdi, Maharashtra 423109",Shirdi,India,Maharashtra,423109,Cultural,814.0000000000001,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
8,Mehrangarh Fort,Historical landmark,"Historical landmark, Museum, Tourist attraction",4.6,64043.0,"Mehrangarh Fort, Fort Rd, Sodagaran Mohalla, Jodhpur, Rajasthan 342001",Jodhpur,India,Rajasthan,342001,Cultural,294597.8,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
9,Jaswant Thada,Historical place museum,"Historical place museum, Historical place, Tourist attraction",4.4,13038.0,"Jaswant Thada, Lawaran, Jodhpur, Rajasthan 342001",Jodhpur,India,Rajasthan,342001,Cultural,57367.200000000004,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
10,Rao Jodha Desert Rock Park,Park,"Park, Tourist attraction",4.2,2595.0,"8237+5QG Rao Jodha Desert Rock Park, Mehrangarh, Fort Rd, Kabir Nagar, Jodhpur, Rajasthan 342001",Jodhpur,India,Rajasthan,342001,Nature,10899.0,4.38,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
11,Toorji Ka Jhalra Bavdi,Historical landmark,"Historical landmark, Tourist attraction",4.3,6643.0,"Toorji Ka Jhalra Bavdi, Makrana Mohalla, Sutharo Ka Bass Rd, Gulab Sagar, Jodhpur, Rajasthan 342001",Jodhpur,India,Rajasthan,342001,Cultural,28564.899999999998,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
12,Ummed Garden,Park,"Park, Garden, Tourist attraction",4.2,1328.0,"Ummed Garden, Jodhpur, Rajasthan 342001",Jodhpur,India,Rajasthan,342001,Nature,5577.6,4.38,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
13,"Sardar Government Museum, Jodhpur",Museum,"Museum, Tourist attraction",4.3,277.0,"72RJ+PXC Sardar Government Museum, Jodhpur, Maliyo St Baldev Ram Mirdha Paota, Sri Ganganagar, Jodhpur, Rajasthan 342001",Jodhpur,India,Rajasthan,342001,Cultural,1191.1,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
14,Sheesh Palace,Museum,"Museum, Tourist attraction",4.7,160.0,"72X9+MQR Sheesh Palace, Mehrangarh Ft Rd, Sodagaran Mohalla, Jodhpur, Rajasthan 342001",Jodhpur,India,Rajasthan,342001,Cultural,752.0,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
15,Jai Pol,Historical landmark,"Historical landmark, Tourist attraction",4.4,108.0,"72X9+WR7 Jai Pol, Sodagaran Mohalla, Jodhpur, Rajasthan 342001",Jodhpur,India,Rajasthan,342001,Cultural,475.20000000000005,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
16,Arulmigu Manakula Vinayagar Devasthanam,Hindu temple,"Hindu temple, Tourist attraction",4.7,20058.0,"WRPM+8F7 Arulmigu Manakula Vinayagar Devasthanam, Manakula Vinayagar Koil St, White Town, Puducherry, 605001",Pondicherry,India,Puducherry,605001,Religious,94272.6,4.67,Pondicherry
17,Bharathi Park Puducherry,Park,"Park, Tourist attraction",4.2,7490.0,"Bharathi Park Puducherry, 20, Rue Saint Gilles Street, White Town, Puducherry, 605001",Pondicherry,India,Puducherry,605001,Nature,31458.0,4.44,Pondicherry
18,Rock Beach,Public beach,"Public beach, Tourist attraction",4.5,28430.0,"Rock Beach, 23, Laporte St, MG Road Area, Puducherry, 605001",Pondicherry,India,Puducherry,605001,Nature,127935.0,4.44,Pondicherry
19,Puducherry Museum,Museum,"Museum, Tourist attraction",4.1,7288.0,"Puducherry Museum, near rock beach, nearby romain Rollen Library, White Town, Puducherry, 605001",Pondicherry,India,Puducherry,605001,Cultural,29880.799999999996,4.14,Pondicherry
20,Immaculate Conception Cathedral,Catholic cathedral,"Catholic cathedral, Catholic church, Church, Tourist attraction",4.5,3197.0,"Immaculate Conception Cathedral, 204, Mission St, MG Road Area, Puducherry, 605001",Pondicherry,India,Puducherry,605001,Religious,14386.5,4.67,Pondicherry
21,Sri Varadaraja Perumal Temple,Hindu temple,"Hindu temple, Tourist attraction",4.7,2208.0,"WRRJ+924 Sri Varadaraja Perumal Temple, Mahatma Gandhi Rd, Heritage Town, Puducherry, 605001",Pondicherry,India,Puducherry,605001,Religious,10377.6,4.67,Pondicherry
22,Mahakavi Bharathiyar Memorial Centre,Museum,"Museum, Tourist attraction",4.6,643.0,"Mahakavi Bharathiyar Memorial Centre, No.20, Eswaran Dharmaraja Kovil St, Viratipatu, Heritage Town, Puducherry, 605001",Pondicherry,India,Puducherry,605001,Cultural,2957.7999999999997,4.14,Pondicherry
23,Raja Dinkar Kelkar Museum,Museum,"Museum, Tourist attraction",4.4,10865.0,"Raja Dinkar Kelkar Museum, No. 1377/78, Kamal Kunj, Bajirao Rd, Natu Baag, Shukrawar Peth, Pune, Maharashtra 411002",Pune,India,Maharashtra,411002,Cultural,47806.00000000001,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
24,Osho Teerth Park,Park,"Park, Tourist attraction",4.1,3936.0,"GVPR+89R Osho Teerth Park, D. H. Dhunjibhoy Road, Between Lane Number 2 and 3, Koregaon Rd, Koregaon Park, Pune, Maharashtra 411001",Pune,India,Maharashtra,411001,Nature,16137.599999999999,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
25,Darshan Museum,Museum,"Museum, Tourist attraction",4.5,885.0,"Darshan Museum, 10, Sadhu Vaswani Rd, near G.P.O, Agarkar Nagar, Pune, Maharashtra 411001",Pune,India,Maharashtra,411001,Cultural,3982.5,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
26,Shaniwar Wada,Historical landmark,"Historical landmark, Garden",4.3,120582.0,"Shaniwar Wada, Shaniwar Peth, Pune, Maharashtra 411030",Pune,India,Maharashtra,411030,Cultural,518502.6,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
27,Katraj Lake,Historical landmark,"Historical landmark, Park, Tourist attraction",4.2,9911.0,"CVV7+Q5H Katraj Lake, Katraj Vasahat, Katraj, Pune, Maharashtra 411046",Pune,India,Maharashtra,411046,Cultural,41626.200000000004,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
28,Laal Mahal,Historical landmark,"Historical landmark, Tourist attraction",4.5,7228.0,"Laal Mahal, Chhatrapati Shivaji Maharaj Rd, Durvankur Society, Kasba Peth, Pune, Maharashtra 411011",Pune,India,Maharashtra,411011,Cultural,32526.0,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
29,Shree Devdeveshwar Temple (Parvati Temple),Hindu temple,"Hindu temple, Hiking area, Tourist attraction",4.5,4315.0,"FRXX+5QG Shree Devdeveshwar Temple (Parvati Temple), Parvati Hills, Parvati Paytha, Pune, Maharashtra 411009",Pune,India,Maharashtra,411009,Religious,19417.5,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
30,Bagul Udyan,Park,"Park, Tourist attraction",4.2,2666.0,"Bagul Udyan, Tapodhan Society, Sivadarshan Poorgrasta Vasahat, Parvati Paytha, Pune, Maharashtra 411009",Pune,India,Maharashtra,411009,Nature,11197.2,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
31,Vishrambaug Wada,Historical landmark,"Historical landmark, Tourist attraction",4.3,2247.0,"Vishrambaug Wada, 619, RB Kumthekar Rd, Perugate, Sadashiv Peth, Pune, Maharashtra 411030",Pune,India,Maharashtra,411030,Cultural,9662.1,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
32,Mahatma Phule Museum,Museum,"Museum, Tourist attraction",4.1,1923.0,"Mahatma Phule Museum, 1204/10, Ghole Rd, Shivajinagar, Pune, Maharashtra 411004",Pune,India,Maharashtra,411004,Cultural,7884.299999999999,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
33,Parvati Hill,Historical landmark,"Historical landmark, Hiking area, Scenic spot, Tourist attraction",4.5,1732.0,"Parvati Hill, 143/4, Nana Saheb Peshwa Rd, Parvati Gaon, Parvati Paytha, Pune, Maharashtra 411009",Pune,India,Maharashtra,411009,Cultural,7794.0,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
34,Pashan Hill,Park,"Park, Hiking area, Tourist attraction",4.5,1633.0,"Pashan Hill, 38/79, Pashan Hill Trail, Baner, Pune, Maharashtra 411045",Pune,India,Maharashtra,411045,Nature,7348.5,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
35,Peshwe Museum,Museum,"Museum, Tourist attraction",4.3,1089.0,"FRWW+VQR Peshwe Museum, Parvati Hills, Parvati Paytha, Pune, Maharashtra 411009",Pune,India,Maharashtra,411009,Cultural,4682.7,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
36,Zero Stone,Historical landmark,"Historical landmark, Tourist attraction",4.4,764.0,"Zero Stone, Sadhu Vaswani Rd, Agarkar Nagar, Pune, Maharashtra 411001",Pune,India,Maharashtra,411001,Cultural,3361.6000000000004,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
37,Nana Wada,Historical landmark,"Historical landmark, Tourist attraction",4.3,723.0,"Nana Wada, 715, PMC Vidyalaya Rd, Budhwar Peth, Pune, Maharashtra 411002",Pune,India,Maharashtra,411002,Cultural,3108.9,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
38,Matheran Hill Station,Hill station,"Hill station, Tourist attraction",4.5,28780.0,"Matheran Hill Station, Kasturba Rd, Matheran, Maharashtra 410102",Matheran,India,Maharashtra,410102,Nature,129510.0,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
39,Matheran Shiv Mandir,Hindu temple,"Hindu temple, Tourist attraction",4.2,52.0,"X7H8+VQC Matheran Shiv Mandir, Alexander Point Trail, Matheran, Maharashtra 410102",Matheran,India,Maharashtra,410102,Religious,218.4,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
40,Panorama Point,Scenic spot,"Scenic spot, Tourist attraction",4.6,591.0,"Panorama Point, Panorama, Road, Matheran, Maldunge, Maharashtra 410102",Matheran,India,Maharashtra,410102,Nature,2718.6,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
41,Madhavji Point,Park,"Park, Tourist attraction",4.3,337.0,"X7PC+HHR Madhavji Point, Matheran, Maharashtra 410102",Matheran,India,Maharashtra,410102,Nature,1449.1,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
42,Pay Master Park,Park,"Park, Tourist attraction",4.2,170.0,"X7R8+FWF Pay Master Park, Chinoy Road, Matheran, Maharashtra 410102",Matheran,India,Maharashtra,410102,Nature,714.0,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
43,Pisarnath Mahadev Mandir,Hindu temple,"Hindu temple, Tourist attraction",4.6,133.0,"X7H6+XC4 Pisarnath Mahadev Mandir, Matheran, Maharashtra 410206",Matheran,India,Maharashtra,410206,Religious,611.8,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
44,Tapovan Temple,Hindu temple,"Hindu temple, Tourist attraction",4.3,407.0,"Tapovan Temple, 9, Lane-2, Raipur, Dehradun, Khalanga, Uttarakhand 248008",Dehradun,India,Uttarakhand,248008,Religious,1750.1,4.64,"Almora, Auli, Dehradun, Haridwar, Jim, Mussoorie, Nainital, Rishikesh"
45,Tapkeshwar Mahadev Mandir,Hindu temple,"Hindu temple, Place of worship, Tourist attraction",4.7,21020.0,"9248+XPJ Tapkeshwar Mahadev Mandir, Tapkeshwer Rd, Birpur, Dehradun, Uttarakhand 248001",Dehradun,India,Uttarakhand,248001,Religious,98794.0,4.64,"Almora, Auli, Dehradun, Haridwar, Jim, Mussoorie, Nainital, Rishikesh"
46,Malsi Deer Park,Park,"Park, Tourist attraction",4.1,11341.0,"93QG+86Q Malsi Deer Park, Diversion, Mussoorie Rd, Dehradun, Uttarakhand 248009",Dehradun,India,Uttarakhand,248009,Nature,46498.1,4.34,"Almora, Auli, Dehradun, Haridwar, Jim, Mussoorie, Nainital, Rishikesh"
47,Jheel Clement Town,Nature preserve,"Nature preserve, Tourist attraction",4.3,1759.0,"Jheel Clement Town, Bharuwala Colony, Clement Town, Dehradun, Uttarakhand 248002",Dehradun,India,Uttarakhand,248002,Nature,7563.7,4.34,"Almora, Auli, Dehradun, Haridwar, Jim, Mussoorie, Nainital, Rishikesh"
48,Khalanga War Memorial,Historical landmark,"Historical landmark, Hiking area, Tourist attraction",4.5,1245.0,"Khalanga War Memorial, Raipur, Tibbanala Pani, Uttarakhand 248008",Dehradun,India,Uttarakhand,248008,Cultural,5602.5,4.49,"Almora, Auli, Dehradun, Haridwar, Jim, Mussoorie, Nainital, Rishikesh"
49,Chandrabani Temple,Hindu temple,"Hindu temple, Tourist attraction",4.4,776.0,"7XMM+HJ5 Chandrabani Temple, Chandrabani, Dehradun, Sewla Khurd, Uttarakhand 248171",Dehradun,India,Uttarakhand,248171,Religious,3414.4,4.64,"Almora, Auli, Dehradun, Haridwar, Jim, Mussoorie, Nainital, Rishikesh"
50,Subir Raha Oil Museum,Museum,"Museum, Tourist attraction",4.5,399.0,"Subir Raha Oil Museum, Krishna Nagar, Dehradun, Uttarakhand 248003",Dehradun,India,Uttarakhand,248003,Cultural,1795.5,4.49,"Almora, Auli, Dehradun, Haridwar, Jim, Mussoorie, Nainital, Rishikesh"
51,Zonal Anthropological Museum,Museum,"Museum, Tourist attraction",4.1,123.0,"82W7+J3J Zonal Anthropological Museum, Pearson Rd, Forest Research Institute, ONGC, Dehradun, Uttarakhand 248003",Dehradun,India,Uttarakhand,248003,Cultural,504.29999999999995,4.49,"Almora, Auli, Dehradun, Haridwar, Jim, Mussoorie, Nainital, Rishikesh"
52,Ajanta Caves Waterfall,Scenic spot,"Scenic spot, Tourist attraction",4.5,309.0,"HP22+349 Ajanta Caves Waterfall, Aurangabad, Maharashtra 431117",Ajanta,India,Maharashtra,431117,Nature,1390.5,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
53,Upper View Point Ajanta Caves,Vista point,"Vista point, Scenic spot, Tourist attraction",4.6,295.0,"GPX3+4CW Upper View Point Ajanta Caves, View Point, Maharashtra 431117",Ajanta,India,Maharashtra,431117,Nature,1357.0,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
54,Ajanta Cave,Archaeological site,"Archaeological site, Tourist attraction",4.7,252.0,"HP22+XVX Ajanta Cave, caves, Maharashtra 431117",Ajanta,India,Maharashtra,431117,Cultural,1184.4,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
55,Middle View Point ( Ajanta Caves ),Vista point,"Vista point, Tourist attraction",4.6,108.0,"HP22+J7W Middle View Point ( Ajanta Caves ), walk way from view point to Caves, Maharashtra 431117",Ajanta,India,Maharashtra,431117,Nature,496.79999999999995,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
56,Shri Garib Nath Mandir,Hindu temple,"Hindu temple, Tourist attraction",4.7,8149.0,"49FR+VGH Shri Garib Nath Mandir, Mahammadpur Kazi, Musahri, Muzaffarpur, Bihar 842001",Muzaffarpur,India,Bihar,842001,Religious,38300.3,4.65,"Bodh, Darbhanga, Katihar, Muzaffarpur, Patan, Vrindavan"
57,Shri Raj Rajeshwari Devi Temple,Hindu temple,"Hindu temple, Place of worship, Tourist attraction",4.7,3056.0,"Shri Raj Rajeshwari Devi Temple, Devi Mandir, Club Rd, Mahammadpur Kazi, Mithanpura, Muzaffarpur, Bihar 842002",Muzaffarpur,India,Bihar,842002,Religious,14363.2,4.65,"Bodh, Darbhanga, Katihar, Muzaffarpur, Patan, Vrindavan"
58,Saraiyaganj Tower,Historical landmark,Historical landmark,4.2,4619.0,"Saraiyaganj Tower, Unnamed Road, Musahri, Muzaffarpur, Bihar 842001",Muzaffarpur,India,Bihar,842001,Cultural,19399.8,4.19,"Bodh, Darbhanga, Katihar, Muzaffarpur, Patan, Vrindavan"
59,Shahid Khudiram Bose Smarak sthal,Garden,Garden,4.1,374.0,"49GH+MG9 Shahid Khudiram Bose Smarak sthal, Sutapatti, Pokhraira, Muzaffarpur, Bihar 842001",Muzaffarpur,India,Bihar,842001,Nature,1533.3999999999999,4.19,"Bodh, Darbhanga, Katihar, Muzaffarpur, Patan, Vrindavan"
60,Ramchandra Shahi Sangrahalaya,Museum,"Museum, Tourist attraction",4.1,160.0,"496W+RF3 Ramchandra Shahi Sangrahalaya, Mahammadpur Kazi, Mithanpura, Muzaffarpur, Bihar 842002",Muzaffarpur,India,Bihar,842002,Cultural,656.0,4.19,"Bodh, Darbhanga, Katihar, Muzaffarpur, Patan, Vrindavan"
61,Bharat Mata Naman Sthal,Park,Park,4.2,144.0,"49FJ+P4C Bharat Mata Naman Sthal, Juran Chhapra Main Rd, Sutapatti, Pokhraira, Muzaffarpur, Bihar 842001",Muzaffarpur,India,Bihar,842001,Nature,604.8000000000001,4.19,"Bodh, Darbhanga, Katihar, Muzaffarpur, Patan, Vrindavan"
62,City park,Park,Park,4.2,125.0,"City park, sadar hospital road Companybagh, 49FJ VXV, near S. P. Office, near Ssp, Sutapatti, Pokhraira, Muzaffarpur, Bihar 842001",Muzaffarpur,India,Bihar,842001,Nature,525.0,4.19,"Bodh, Darbhanga, Katihar, Muzaffarpur, Patan, Vrindavan"
63,Zakaria Colony Masjid dhkhry khlwny msjd,Mosque,Mosque,4.3,87.0,"492X+V27 Zakaria Colony Masjid dhkhry khlwny msjd, zakaria colony saadpur, Saadpur, Muzaffarpur, Bihar 842002",Muzaffarpur,India,Bihar,842002,Religious,374.09999999999997,4.65,"Bodh, Darbhanga, Katihar, Muzaffarpur, Patan, Vrindavan"
64,"Shree Durga Temple,Katihar",Hindu temple,Hindu temple,4.6,2299.0,"Shree Durga Temple,Katihar, durgasthan, Vivekananda Nagar, Katihar, Bihar 854105",Katihar,India,Bihar,854105,Religious,10575.4,4.65,"Bodh, Darbhanga, Katihar, Muzaffarpur, Patan, Vrindavan"
65,mnihaarii ghaatt (gNgaa),Religious destination,Religious destination,4.2,171.0,"8JM9+W32 mnihaarii ghaatt (gNgaa), Katihar, Bihar 854113",Katihar,India,Bihar,854113,Religious,718.2,4.65,"Bodh, Darbhanga, Katihar, Muzaffarpur, Patan, Vrindavan"
66,BARGANDI GARDEN (HIDDEN GARDEN),Garden,Garden,4.2,130.0,"BARGANDI GARDEN (HIDDEN GARDEN), Laliyahi, Katihar, Bihar 854105",Katihar,India,Bihar,854105,Nature,546.0,4.19,"Bodh, Darbhanga, Katihar, Muzaffarpur, Patan, Vrindavan"
67,Swarna Jayanti Park,Park,Park,4.1,58.0,"Swarna Jayanti Park, 2, Rajendra Prasad Path, opp. Indoor Stadium, Hardyal Chowk, Katihar, Bihar 854105",Katihar,India,Bihar,854105,Nature,237.79999999999998,4.19,"Bodh, Darbhanga, Katihar, Muzaffarpur, Patan, Vrindavan"
68,Kelo Dam Park,Park,Park,4.1,872.0,"X92Q+53P Kelo Dam Park, Raigarh, Chhattisgarh 496107",Raigarh,India,Chhattisgarh,496107,Nature,3575.2,4.21,"Ambikapur, Bhilai, Jagdalpur, Korba, Raigarh, Raipur"
69,Kabir chowk,Historical landmark,Historical landmark,4.1,732.0,"Kabir chowk, Kabir Chowk, Savirti Nagar, Raigarh, Chhattisgarh 496001",Raigarh,India,Chhattisgarh,496001,Cultural,3001.2,4.33,"Ambikapur, Bhilai, Jagdalpur, Korba, Raigarh, Raipur"
70,Pahad Mandir (Hanumaan Temple),Hindu temple,Hindu temple,4.5,512.0,"VCQ9+X9P Pahad Mandir (Hanumaan Temple), Raigarh, Chhattisgarh 496001",Raigarh,India,Chhattisgarh,496001,Religious,2304.0,4.49,"Ambikapur, Bhilai, Jagdalpur, Korba, Raigarh, Raipur"
71,Atal Rock Garden,Garden,"Garden, Tourist attraction",4.1,482.0,"23WX+38J Atal Rock Garden, Amadol, Chhattisgarh 496661",Raigarh,India,Chhattisgarh,496661,Nature,1976.1999999999998,4.21,"Ambikapur, Bhilai, Jagdalpur, Korba, Raigarh, Raipur"
72,Ambedkar chowk raigarh,Garden,Garden,4.5,62.0,"VCR4+FRG Ambedkar chowk raigarh, Collectorate Marg, Kelo Vihar, Raigarh, Chhattisgarh 496001",Raigarh,India,Chhattisgarh,496001,Nature,279.0,4.21,"Ambikapur, Bhilai, Jagdalpur, Korba, Raigarh, Raipur"
73,Sinquerim Fort,Fortress,"Fortress, Tourist attraction",4.5,15553.0,"FQX8+9GH Sinquerim Fort, Candolim, Goa",Marmagao,India,Goa,,Cultural,69988.5,4.25,"Ambarsar, Amritsar, Goa, Madgaon, Marmagao, Panaji"
74,Japanese Garden,Park,"Park, Tourist attraction",4.1,7542.0,"Japanese Garden, Marmugao Port Trust Colony, Mormugao, Goa 403804",Marmagao,India,Goa,403804,Nature,30922.199999999997,4.44,"Ambarsar, Amritsar, Goa, Madgaon, Marmagao, Panaji"
