,name,main_category,categories,rating,reviews,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities
230,Yantra Mahal,Observatory,Observatory,4.3,100.0,"5QC8+PM4 Yantra Mahal, Jaysinghpura Marg, Chintaman Marg, Gau Ghat, Chintaman Rd, near Jantar Mantar, Jabsinghpura, Ujjain, Madhya Pradesh 456010",Ujjain,India,Madhya Pradesh,456010,Nature,430.0,4.34,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain"
231,raamghaatt ujjain,Hindu temple,Hindu temple,4.6,74.0,"5QP7+RPX raamghaatt ujjain, Kartik Chowk, Ujjain, Madhya Pradesh 456006",Ujjain,India,Madhya Pradesh,456006,Religious,340.4,4.74,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain"
232,Arulmigu Sri Parthasarathy Perumal Temple Tiruvallikeni,Hindu temple,"Hindu temple, Place of worship, Tourist attraction",4.7,24410.0,"Arulmigu Sri Parthasarathy Perumal Temple Tiruvallikeni, Car St, Narayana Krishnaraja Puram, Triplicane, Chennai, Tamil Nadu 600005",Chennai,India,Tamil Nadu,600005,Religious,114727.0,4.69,"Chennai, Coimbatore, Kanniyakumari, Kanyakumari, Kodaikanal, Madurai, Munnar, Ooty, Rameshwaram, Thanjavur"
233,Government Museum Chennai,Art museum,"Art museum, History museum, Museum, Tourist attraction",4.3,15828.0,"Government Museum Chennai, Government Maternity Hospital, Pantheon Rd, Egmore, Chennai, Tamil Nadu 600008",Chennai,India,Tamil Nadu,600008,Cultural,68060.4,4.37,"Chennai, Coimbatore, Kanniyakumari, Kanyakumari, Kodaikanal, Madurai, Munnar, Ooty, Rameshwaram, Thanjavur"
234,Vivekananda House,Museum,"Museum, Historical landmark, Tourist attraction",4.5,8403.0,"Vivekananda House, VIVEKANANDA HOUSE, Kamaraj Salai, Marina Beach Road, Triplicane, Chennai, Tamil Nadu 600005",Chennai,India,Tamil Nadu,600005,Cultural,37813.5,4.37,"Chennai, Coimbatore, Kanniyakumari, Kanyakumari, Kodaikanal, Madurai, Munnar, Ooty, Rameshwaram, Thanjavur"
235,"Secretariat Park, Chennai",Park,"Park, Tourist attraction",4.4,1461.0,"Secretariat Park, Chennai, 19, Rajaji Salai, Fort St George, Chennai, Tamil Nadu 600009",Chennai,India,Tamil Nadu,600009,Nature,6428.400000000001,4.41,"Chennai, Coimbatore, Kanniyakumari, Kanyakumari, Kodaikanal, Madurai, Munnar, Ooty, Rameshwaram, Thanjavur"
236,Fort St.George Museum,Museum,"Museum, Tourist attraction",4.2,4602.0,"Fort St.George Museum, Rajaji Rd, near Legislature and Secretariat, Fort St George, Chennai, Tamil Nadu 600009",Chennai,India,Tamil Nadu,600009,Cultural,19328.4,4.37,"Chennai, Coimbatore, Kanniyakumari, Kanyakumari, Kodaikanal, Madurai, Munnar, Ooty, Rameshwaram, Thanjavur"
237,Kannagi Statue,Historical landmark,"Historical landmark, Sculpture, Tourist attraction",4.4,4229.0,"Kannagi Statue, Bharathi Salai, Marina Beach, Triplicane, Chennai, Tamil Nadu 600005",Chennai,India,Tamil Nadu,600005,Cultural,18607.600000000002,4.37,"Chennai, Coimbatore, Kanniyakumari, Kanyakumari, Kodaikanal, Madurai, Munnar, Ooty, Rameshwaram, Thanjavur"
238,Namgyal Monastery,Monastery,"Monastery, Tourist attraction",4.6,1417.0,"68MF+2X2 Namgyal Monastery, Temple Rd, McLeod Ganj, Dharamshala, Himachal Pradesh 176219",Dharamshala,India,Himachal Pradesh,176219,Religious,6518.2,4.59,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
239,Naddi Hill Point Mcleod Ganj,Scenic spot,"Scenic spot, Hindu temple, Tourist attraction",4.5,2975.0,"Naddi Hill Point Mcleod Ganj, Naddi, Dharamshala, Himachal Pradesh 176219",Dharamshala,India,Himachal Pradesh,176219,Nature,13387.5,4.49,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
240,Naddi View Point,Scenic spot,"Scenic spot, Tourist attraction",4.5,2666.0,"Naddi View Point, Naddi, Dharamshala, Himachal Pradesh 176216",Dharamshala,India,Himachal Pradesh,176216,Nature,11997.0,4.49,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
241,Tsuglagkhang Complex Dalai Lama Temple,Monastery,"Monastery, Tourist attraction",4.6,2510.0,"Tsuglagkhang Complex Dalai Lama Temple, Dharamshala, Himachal Pradesh 176219",Dharamshala,India,Himachal Pradesh,176219,Religious,11546.0,4.59,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
242,Kalachakra temple,Buddhist temple,"Buddhist temple, Tourist attraction",4.5,871.0,"68QF+9GM Kalachakra temple, McLeod Ganj, Dharamshala, Himachal Pradesh 176219",Dharamshala,India,Himachal Pradesh,176219,Religious,3919.5,4.59,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
243,Dip Tse Chok Ling,Buddhist temple,"Buddhist temple, Place of worship, Tourist attraction",4.4,145.0,"68QC+5R3 Dip Tse Chok Ling, Camel Track Road, McLeod Ganj, Dharamsala, McLeod Ganj, Himachal Pradesh",Dharamshala,India,Himachal Pradesh,,Religious,638.0,4.59,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
244,Shiva Temple,Hindu temple,"Hindu temple, Tourist attraction",4.5,81.0,"685F+984 Shiva Temple, Dharamsala Rd, Shyam Nagar, Dharamshala, Himachal Pradesh 176215",Dharamshala,India,Himachal Pradesh,176215,Religious,364.5,4.59,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
245,Dasve View Point,Scenic spot,Scenic spot,4.4,461.0,"9GX5+QJX Dasve View Point, SH57, Pune, Lavasa, Maharashtra 412112",Lavasa,India,Maharashtra,412112,Nature,2028.4,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
246,Lavasa Nature Trail,Park,"Park, Tourist attraction",4.3,1731.0,"9GW5+MC7 Lavasa Nature Trail, Dasave, Lavasa, Maharashtra 412112",Lavasa,India,Maharashtra,412112,Nature,7443.299999999999,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
247,Mahamaya Temple,Hindu temple,"Hindu temple, Tourist attraction",4.6,1402.0,"4687+VW3 Mahamaya Temple, near Mahamaya Temple, Bhagawan Pur, Ambikapur, Chhattisgarh 497001",Ambikapur,India,Chhattisgarh,497001,Religious,6449.2,4.49,"Ambikapur, Bhilai, Jagdalpur, Korba, Raigarh, Raipur"
248,Oxygen Park,Park,Park,4.1,756.0,"4677+RFG Oxygen Park, Bhagawan Pur, Ambikapur, Chhattisgarh 497001",Ambikapur,India,Chhattisgarh,497001,Nature,3099.6,4.21,"Ambikapur, Bhilai, Jagdalpur, Korba, Raigarh, Raipur"
249,Sanitary Park,Park,Park,4.2,433.0,"35WG+4QP Sanitary Park, Ambikapur, Chhattisgarh 497001",Ambikapur,India,Chhattisgarh,497001,Nature,1818.6000000000001,4.21,"Ambikapur, Bhilai, Jagdalpur, Korba, Raigarh, Raipur"
250,Bhuri Singh Museum,Museum,"Museum, Tourist attraction",4.3,1786.0,"H45C+6V4 Bhuri Singh Museum, Chowgan Mohalla, Chamba, Himachal Pradesh 176310",Dalhousie,India,Himachal Pradesh,176310,Cultural,7679.799999999999,4.55,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
251,Nomadic Dalhousie,Hiking area,"Hiking area, Corporate office, Real estate consultant, Tour agency, Travel agency",4.6,154.0,"Nomadic Dalhousie, Village Lohali , P/O , Teh. Dalhousie , Distt. Chamba , Himachal Pradesh ,, Dalhousie, Himachal Pradesh 176304",Dalhousie,India,Himachal Pradesh,176304,Nature,708.4,4.49,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
252,Beeji's Park,Park,"Park, Tourist attraction",4.5,2592.0,"GXPM+G3G Beeji's Park, Dalhousie Khajjiar Rd, Dhupguri, Dalhousie, Himachal Pradesh 176304",Dalhousie,India,Himachal Pradesh,176304,Nature,11664.0,4.49,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
253,St. John's Church,Anglican church,"Anglican church, Tourist attraction",4.2,2329.0,"GXPG+MHW St. John's Church, Dalhousie Khajjiar Rd, Moti Tiba, Dalhousie, Himachal Pradesh 176304",Dalhousie,India,Himachal Pradesh,176304,Religious,9781.800000000001,4.59,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
254,Kalatop Forest,National forest,"National forest, Tourist attraction",4.4,1055.0,"G2R7+9R2 Kalatop Forest, MDR49, Kalatope R.F, Himachal Pradesh 176304",Dalhousie,India,Himachal Pradesh,176304,Nature,4642.0,4.49,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
255,Dalhousie Cantonment Forest,Nature preserve,Nature preserve,4.5,781.0,"GXV6+M55 Dalhousie Cantonment Forest, Ukal, Dalhousie, Himachal Pradesh 176304",Dalhousie,India,Himachal Pradesh,176304,Nature,3514.5,4.49,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
256,Chamera Lake view point,Scenic spot,"Scenic spot, Tourist attraction",4.4,473.0,"HXVV+JG3 Chamera Lake view point, Gandhiar, Himachal Pradesh 176306",Dalhousie,India,Himachal Pradesh,176306,Nature,2081.2000000000003,4.49,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
257,St. Francis Church,Catholic church,"Catholic church, Tourist attraction",4.5,355.0,"GXM8+XG8 St. Francis Church, DFO Rd, Moti Tiba, Dalhousie, Himachal Pradesh 176305",Dalhousie,India,Himachal Pradesh,176305,Religious,1597.5,4.59,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
258,Church Park,Park,Park,4.1,58.0,"GXR8+P5G Church Park, Balun, Dalhousie, Himachal Pradesh 176304",Dalhousie,India,Himachal Pradesh,176304,Nature,237.79999999999998,4.49,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
259,Kaziranga National Park,National park,"National park, Tourist attraction",4.5,6840.0,"Kaziranga National Park, Kanchanjuri, Assam 784177",Kaziranga,India,Assam,784177,Nature,30780.0,4.49,"Dimapur, Kaziranga"
260,"Christ Church, Kasauli",Church,"Church, Tourist attraction",4.5,1800.0,"Christ Church, Kasauli, Near Mall Road, Kasauli, Himachal Pradesh 173204",Kasauli,India,Himachal Pradesh,173204,Religious,8100.0,4.59,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
261,Shirdi Sai Baba Mandir,Hindu temple,"Hindu temple, Tourist attraction",4.6,137.0,"WX2G+5Q9 Shirdi Sai Baba Mandir, MDR6, Kasauli, Himachal Pradesh 173204",Kasauli,India,Himachal Pradesh,173204,Religious,630.1999999999999,4.59,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
262,SUN RISE SNACKS TEA MAGGI POINT,Nature preserve,"Nature preserve, Coffee shop, Park",4.5,1986.0,"SUN RISE SNACKS TEA MAGGI POINT, Lower, Mall Rd, Kasauli, Himachal Pradesh 173204",Kasauli,India,Himachal Pradesh,173204,Nature,8937.0,4.49,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
263,Gilbert Nature Trail,Hiking area,"Hiking area, Garden, Tourist attraction",4.5,1385.0,"Gilbert Nature Trail, Gilbert Trail, Mall Rd, Upper, Kasauli, Himachal Pradesh 173204",Kasauli,India,Himachal Pradesh,173204,Nature,6232.5,4.49,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
264,"Manki Point, Sanjeevni Hanuman Temple, Kasauli",Hindu temple,"Hindu temple, Place of worship, Tourist attraction",4.6,1013.0,"VXHG+C4W Manki Point, Sanjeevni Hanuman Temple, Kasauli, Kasauli, Himachal Pradesh 173204",Kasauli,India,Himachal Pradesh,173204,Religious,4659.799999999999,4.59,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
265,Timber Trail Kasauli,Nature preserve,Nature preserve,4.3,202.0,"VXX7+WW2 Timber Trail Kasauli, Kasauli, Himachal Pradesh 173204",Kasauli,India,Himachal Pradesh,173204,Nature,868.5999999999999,4.49,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
266,Leisure Valley,Park,"Park, Tourist attraction",4.4,4443.0,"Leisure Valley, 10B, Sector 10B, Chandigarh, 160011",Chandigarh,India,Chandigarh,160011,Nature,19549.2,4.37,"Chandigarh, Mohali"
267,Topiary Park,Park,"Park, Tourist attraction",4.2,1598.0,"Topiary Park, Sub. City Center, Sector 35A, Chandigarh, 160035",Chandigarh,India,Chandigarh,160035,Nature,6711.6,4.37,"Chandigarh, Mohali"
268,Garden of Silence,Garden,"Garden, Theme park, Tourist attraction",4.5,6202.0,"Garden of Silence, 5, Lake Walking Way, Kishangarh, Chandigarh, 160101",Chandigarh,India,Chandigarh,160101,Nature,27909.0,4.37,"Chandigarh, Mohali"
269,Garden of Fragrance,Park,"Park, Tourist attraction",4.6,5928.0,"Garden of Fragrance, Fragrance Garden Rd, Sector 36B, Sector 36, Chandigarh, 160036",Chandigarh,India,Chandigarh,160036,Nature,27268.8,4.37,"Chandigarh, Mohali"
270,Government Museum and Art Gallery,Art museum,"Art museum, Tourist attraction",4.4,2992.0,"Government Museum and Art Gallery, Sector, 10C, Sector 10, Chandigarh, 160011",Chandigarh,India,Chandigarh,160011,Cultural,13164.800000000001,4.41,"Chandigarh, Mohali"
271,Bougainvillea Park,Park,"Park, Tourist attraction",4.4,1845.0,"QQ5W+4MV Bougainvillea Park, 3B, Sector 3, Chandigarh, 160001",Chandigarh,India,Chandigarh,160001,Nature,8118.000000000001,4.37,"Chandigarh, Mohali"
272,Butterfly Park,Park,"Park, Tourist attraction",4.1,1594.0,"PRH6+R6J Butterfly Park, Sector 26, Chandigarh, 160019",Chandigarh,India,Chandigarh,160019,Nature,6535.4,4.37,"Chandigarh, Mohali"
273,Shanti Kunj Park,Park,Park,4.4,1440.0,"PQVG+GFW Shanti Kunj Park, 16C, Sector 16, Chandigarh, 160015",Chandigarh,India,Chandigarh,160015,Nature,6336.000000000001,4.37,"Chandigarh, Mohali"
274,Le Corbusier Centre,History museum,"History museum, Tourist attraction",4.4,1334.0,"Le Corbusier Centre, Sector 19B Old Architect Building, Madhya Marg, Chandigarh, 160019",Chandigarh,India,Chandigarh,160019,Cultural,5869.6,4.41,"Chandigarh, Mohali"
275,Open Hand Monument,Monument,"Monument, Tourist attraction",4.5,779.0,"Open Hand Monument, 31, Uttar Marg, Capitol Complex, Sector 1, Chandigarh, 160001",Chandigarh,India,Chandigarh,160001,Cultural,3505.5,4.41,"Chandigarh, Mohali"
276,Hibiscus Garden,Garden,"Garden, Tourist attraction",4.4,382.0,"Hibiscus Garden, Hibiscus Garden Rd, 36A, Sector 36, Chandigarh, 160036",Chandigarh,India,Chandigarh,160036,Nature,1680.8000000000002,4.37,"Chandigarh, Mohali"
277,"Rag Doll museum, Rock garden",Museum,"Museum, Tourist attraction",4.5,144.0,"QR35+39F Rag Doll museum, Rock garden, Rock Garden of Chandigarh, Sector 1, Chandigarh, 160001",Chandigarh,India,Chandigarh,160001,Cultural,648.0,4.41,"Chandigarh, Mohali"
278,Tank Monument,Monument,"Monument, Tourist attraction",4.3,76.0,"PQXP+RPR Tank Monument, 10C, Sector 10, Chandigarh, 160011",Chandigarh,India,Chandigarh,160011,Cultural,326.8,4.41,"Chandigarh, Mohali"
279,Srikrishna Museum,Museum,"Museum, Tourist attraction",4.5,7427.0,"Srikrishna Museum, Thanesar City Railway Station, Railway Station Area,Kurukshetra, Thanesar, Haryana 136118",Haryana,India,Haryana,136118,Cultural,33421.5,4.44,"Faridabad, Haryana, Panipat"
280,Khwaja Khizr Tomb,Historical landmark,"Historical landmark, Tourist attraction",4.2,966.0,"2247+QJP Khwaja Khizr Tomb, Jatwara, Jamalpura, Sonipat, Haryana 131001",Haryana,India,Haryana,131001,Cultural,4057.2000000000003,4.44,"Faridabad, Haryana, Panipat"
281,Bhindawas Bird Sanctuary - RAMSAR Wetland,National park,"National park, Tourist attraction",4.3,722.0,"Bhindawas Bird Sanctuary - RAMSAR Wetland, Bhindawas, Haryana 124103",Haryana,India,Haryana,124103,Nature,3104.6,4.27,"Faridabad, Haryana, Panipat"
282,"Gurudwara 10th Paatshahi Sri Nada Sahib, Panchkula",Gurudwara,"Gurudwara, Tourist attraction",4.9,25364.0,"Gurudwara 10th Paatshahi Sri Nada Sahib, Panchkula, Nada sahib, Panchkula, Haryana 134109",Haryana,India,Haryana,134109,Religious,124283.6,4.82,"Faridabad, Haryana, Panipat"
283,"Yadavindra Gardens, Pinjore",Garden,"Garden, Tourist attraction",4.3,23823.0,"Yadavindra Gardens, Pinjore, Ambala, Kalka - Shimla Rd, Pinjore, Haryana 134101",Haryana,India,Haryana,134101,Nature,102438.9,4.27,"Faridabad, Haryana, Panipat"
284,Tau Devilal Town Park Faridabad (Haryana),Park,"Park, Tourist attraction",4.3,12317.0,"Tau Devilal Town Park Faridabad (Haryana), Town Park Trail, Sector 12, Faridabad, Haryana 121007",Haryana,India,Haryana,121007,Nature,52963.1,4.27,"Faridabad, Haryana, Panipat"
285,Mansarovar Park,Park,"Park, Tourist attraction",4.4,9098.0,"VHWX+72G Mansarovar Park, Delhi Rd, Mansarover Colony, Rohtak, Haryana 124001",Haryana,India,Delhi,124001,Nature,40031.200000000004,4.29,"Agra, Aurangabad, Dehli, Delhi, Haryana"
286,Sultanpur National Park,National park,"National park, Bird watching area, Tourist attraction",4.2,7559.0,"Sultanpur National Park, Natinal Park, Gurgaon Farukh Nagar Rd, Sultanpur, Gurugram, Haryana 122006",Haryana,India,Haryana,122006,Nature,31747.800000000003,4.27,"Faridabad, Haryana, Panipat"
287,Tau Devi Lal Park,Park,"Park, Tourist attraction",4.3,6179.0,"Tau Devi Lal Park, Sector 22 Rd, Sector 22B, Sector 22A, Sector 22, Gurugram, Haryana 122015",Haryana,India,Haryana,122015,Nature,26569.699999999997,4.27,"Faridabad, Haryana, Panipat"
288,Barsi Gate,Historical landmark,"Historical landmark, Heritage building, Tourist attraction",4.4,4206.0,"3XX7+FQ6 Barsi Gate, Old Bus Stand Rd, Mohalla Phika Peer, Hansi, Haryana 125033",Haryana,India,Haryana,125033,Cultural,18506.4,4.44,"Faridabad, Haryana, Panipat"
289,O P Jindal Gyan Kendra,Museum,"Museum, Park, Tourist attraction",4.4,2340.0,"O P Jindal Gyan Kendra, Haryana Agricultural University, Hisar, Haryana 125004",Haryana,India,Haryana,125004,Cultural,10296.0,4.44,"Faridabad, Haryana, Panipat"
290,City Park,Park,"Park, Tourist attraction",4.1,1961.0,"88P9+RXJ City Park, near, Ambedkar Chowk, Mukesh Colony, Ballabhgarh, Faridabad, Haryana 121004",Haryana,India,Haryana,121004,Nature,8040.099999999999,4.27,"Faridabad, Haryana, Panipat"
291,Sardar Patel Park,Park,"Park, Tourist attraction",4.1,1732.0,"9V53+Q85 Sardar Patel Park, Ambala Cantt, Haryana 133001",Haryana,India,Haryana,133001,Nature,7101.2,4.27,"Faridabad, Haryana, Panipat"
292,Panchwati Mandir,Hindu temple,"Hindu temple, Place of worship, Tourist attraction",4.7,1328.0,"48MC+2QG Panchwati Mandir, Panchwati chowk, Haryana 121102",Haryana,India,Haryana,121102,Religious,6241.6,4.82,"Faridabad, Haryana, Panipat"
293,Tosham Lake,Park,"Park, Tourist attraction",4.3,1239.0,"VWG8+5V3 Tosham Lake, Lake, Tosham Rural, Haryana 127040",Haryana,India,Haryana,127040,Nature,5327.7,4.27,"Faridabad, Haryana, Panipat"
294,Karna Lake Karnal,Park,Park,4.3,775.0,"PXVG+9F4 Karna Lake Karnal, Srinagar - Kanyakumari Hwy, Uchana, Haryana 132001",Haryana,India,Haryana,132001,Nature,3332.5,4.27,"Faridabad, Haryana, Panipat"
295,Kala Amb Park,Park,"Park, Tourist attraction",4.2,552.0,"Kala Amb Park, Kala amb park, Panipat, Haryana 132103",Haryana,India,Haryana,132103,Nature,2318.4,4.27,"Faridabad, Haryana, Panipat"
296,Harsh Ka Tila,Historical landmark,"Historical landmark, Tourist attraction",4.4,493.0,"XRGG+CHF Harsh Ka Tila, Old Bypass Road, Darra Khera, Kalyan Nagar, Thanesar, Haryana 136118",Haryana,India,Haryana,136118,Cultural,2169.2000000000003,4.44,"Faridabad, Haryana, Panipat"
297,Bhondsi Nature Park,Park,"Park, Tourist attraction",4.6,475.0,"927V+6X5 Bhondsi Nature Park, Bharat Yatra Kendra Rd, Haryana 122103",Haryana,India,Haryana,122103,Nature,2185.0,4.27,"Faridabad, Haryana, Panipat"
298,Deer Park,Park,"Park, Tourist attraction",4.2,417.0,"PV97+PM7 Deer Park, Chandimandir Cantonment, Panchkula, Haryana 134114",Haryana,India,Haryana,134114,Nature,1751.4,4.27,"Faridabad, Haryana, Panipat"
299,City Palace,Castle,"Castle, History museum",4.5,89396.0,"City Palace, Old City, Udaipur, Rajasthan 313001",Udaipur,India,Rajasthan,313001,Cultural,402282.0,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
300,Wax Museum Udaipur,Wax museum,"Wax museum, Tourist attraction",4.7,32481.0,"Wax Museum Udaipur, mishra marg, 10 Gogunda House Daitya, Moti Magri Rd, Udaipur, Rajasthan 313004",Udaipur,India,Rajasthan,313004,Cultural,152660.7,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
301,Sajjangarh Monsoon Palace,Castle,"Castle, Fortress, Historical landmark, Historical place museum, Tourist attraction",4.4,27697.0,"Sajjangarh Monsoon Palace, Udaipur, Rajasthan 313011",Udaipur,India,Rajasthan,313011,Cultural,121866.8,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
302,Saheliyon ki bari,Garden,"Garden, Park, Tourist attraction",4.4,14146.0,"Saheliyon ki bari, Panchwati, Udaipur, Rajasthan 313001",Udaipur,India,Rajasthan,313001,Nature,62242.4,4.38,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
303,Jagmandir,Castle,"Castle, Tourist attraction",4.4,8076.0,"Jagmandir, Pichola, Udaipur, Rajasthan 313001",Udaipur,India,Rajasthan,313001,Cultural,35534.4,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
304,Sukhadia Circle Statue,Park,"Park, Tourist attraction",4.4,5926.0,"Sukhadia Circle Statue, Panchwati, Udaipur, Rajasthan 313001",Udaipur,India,Rajasthan,313001,Nature,26074.4,4.38,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
305,"Karni Mata Temple, Udaipur",Hindu temple,"Hindu temple, Tourist attraction",4.6,5803.0,"HM8Q+9M8 Karni Mata Temple, Udaipur, Jawahar Nagar, Pichola, Udaipur, Rajasthan 313001",Udaipur,India,Rajasthan,313001,Religious,26693.8,4.67,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
306,Navlakha Mahal (Satyarth Prakash Nyas),Historical place museum,"Historical place museum, History museum, Religious book store, Tourist attraction",4.9,3872.0,"Navlakha Mahal (Satyarth Prakash Nyas), Satyarth Prakash Nyas, Navlakha Mahal, Gulab Bagh Rd, Udaipur, Rajasthan 313001",Udaipur,India,Rajasthan,313001,Cultural,18972.800000000003,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
307,Ahar Museum,Archaeological museum,"Archaeological museum, Tourist attraction",4.3,1624.0,"Ahar Museum, Main Rd, Ayad, Ganapati Nagar, Udaipur, Rajasthan 313001",Udaipur,India,Rajasthan,313001,Cultural,6983.2,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
308,Manik Lal Verma Park,Park,Park,4.2,982.0,"HM9P+H8M Manik Lal Verma Park, Pichola, Udaipur, Rajasthan 313001",Udaipur,India,Rajasthan,313001,Nature,4124.400000000001,4.38,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
309,Pandit Deendayal Upadhyay Park,Park,"Park, Tourist attraction",4.3,710.0,"HM8M+MP4 Pandit Deendayal Upadhyay Park, Pichola, Udaipur, Rajasthan 313001",Udaipur,India,Rajasthan,313001,Nature,3053.0,4.38,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
310,Udaipur Solar Observatory,Observatory,"Observatory, Tourist attraction",4.4,511.0,"Udaipur Solar Observatory, Lake Fatehpur to Badi Talai, Rani Rd, Near Fatehpur, Shilpgram, Udaipur, Rajasthan 313001",Udaipur,India,Rajasthan,313001,Nature,2248.4,4.38,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
311,Jagdish Temple,Hindu temple,"Hindu temple, Tourist attraction",4.7,14337.0,"Jagdish Temple, Old City, Udaipur, Rajasthan 313001",Udaipur,India,Rajasthan,313001,Religious,67383.90000000001,4.67,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
312,Gangour Ghat,Historical landmark,"Historical landmark, Scenic spot, Tourist attraction, Travel agency",4.5,10657.0,"Gangour Ghat, 4, opp. Jethiyo ka Akhada, Outside Chandpole, Pichola, Udaipur, Rajasthan 313001",Udaipur,India,Rajasthan,313001,Cultural,47956.5,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
313,Rajiv Gandhi Garden,Park,"Park, Tourist attraction",4.2,4408.0,"HMW6+JQ7 Rajiv Gandhi Garden, Rani Rd, Fateh Sagar Lake, Udaipur, Rajasthan 313001",Udaipur,India,Rajasthan,313001,Nature,18513.600000000002,4.38,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
314,Bagore Ki Haveli,Museum,"Museum, Cultural center",4.5,3463.0,"Bagore Ki Haveli, Haveli, opp. Gangaur Ghat Marg, near Hotel, Old City, Pichola, Udaipur, Rajasthan 313001",Udaipur,India,Rajasthan,313001,Cultural,15583.5,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur"
